"Rank","Company","State","Industry","Score","Environmental.Score","Social.Score","Corporate.Governance","HTICK","date","SICCD","PRC","RET","SHROUT","sprtrn","ind","fyear","at","revt"
272,"Equity Residential","Illinois","Real Estate & Housing",61.6,51.4,57.4,76.1,"EQR",20190628,6798,75.92,-0.001077,370462,0.06893,"m",2019,21172.769,2769.453
272,"Equity Residential","Illinois","Real Estate & Housing",61.6,51.4,57.4,76.1,"EQR",20190731,6798,78.89,0.03912,370839,0.013128,"m",2019,21172.769,2769.453
272,"Equity Residential","Illinois","Real Estate & Housing",61.6,51.4,57.4,76.1,"EQR",20190830,6798,84.76,0.074407,370853,-0.018092,"m",2019,21172.769,2769.453
272,"Equity Residential","Illinois","Real Estate & Housing",61.6,51.4,57.4,76.1,"EQR",20190930,6798,86.26,0.024392,370853,0.017181,"m",2019,21172.769,2769.453
272,"Equity Residential","Illinois","Real Estate & Housing",61.6,51.4,57.4,76.1,"EQR",20191031,6798,88.66,0.027823,371354,0.020432,"m",2019,21172.769,2769.453
272,"Equity Residential","Illinois","Real Estate & Housing",61.6,51.4,57.4,76.1,"EQR",20191129,6798,85.1,-0.040153,371354,0.034047,"m",2019,21172.769,2769.453
272,"Equity Residential","Illinois","Real Estate & Housing",61.6,51.4,57.4,76.1,"EQR",20191231,6798,80.92,-0.04245,371354,0.02859,"m",2019,21172.769,2769.453
272,"Equity Residential","Illinois","Real Estate & Housing",61.6,51.4,57.4,76.1,"EQR",20200131,6798,83.08,0.026693,371671,-0.001628,"m",2019,21172.769,2769.453
272,"Equity Residential","Illinois","Real Estate & Housing",61.6,51.4,57.4,76.1,"EQR",20200228,6798,75.1,-0.096052,371978,-0.08411,"m",2019,21172.769,2769.453
272,"Equity Residential","Illinois","Real Estate & Housing",61.6,51.4,57.4,76.1,"EQR",20200331,6798,61.71,-0.170273,371978,-0.125119,"m",2019,21172.769,2769.453
272,"Equity Residential","Illinois","Real Estate & Housing",61.6,51.4,57.4,76.1,"EQR",20200430,6798,65.06,0.054286,372104,0.126844,"m",2019,21172.769,2769.453
273,"Bristol-Myers Squibb","New York","Health Care & Life Sciences",61.6,49.5,64.7,70.5,"BMY",20190531,2834,45.37,-0.02283,1635725,-0.065778,"m",2019,129944,26145
273,"Bristol-Myers Squibb","New York","Health Care & Life Sciences",61.6,49.5,64.7,70.5,"BMY",20190628,2834,45.35,-0.000441,1635725,0.06893,"m",2019,129944,26145
273,"Bristol-Myers Squibb","New York","Health Care & Life Sciences",61.6,49.5,64.7,70.5,"BMY",20190731,2834,44.41,-0.011687,1635767,0.013128,"m",2019,129944,26145
273,"Bristol-Myers Squibb","New York","Health Care & Life Sciences",61.6,49.5,64.7,70.5,"BMY",20190830,2834,48.07,0.082414,1635767,-0.018092,"m",2019,129944,26145
273,"Bristol-Myers Squibb","New York","Health Care & Life Sciences",61.6,49.5,64.7,70.5,"BMY",20190930,2834,50.71,0.05492,1635767,0.017181,"m",2019,129944,26145
273,"Bristol-Myers Squibb","New York","Health Care & Life Sciences",61.6,49.5,64.7,70.5,"BMY",20191031,2834,57.37,0.13942,1629285,0.020432,"m",2019,129944,26145
273,"Bristol-Myers Squibb","New York","Health Care & Life Sciences",61.6,49.5,64.7,70.5,"BMY",20191129,2834,56.94,-0.007495,2344185,0.034047,"m",2019,129944,26145
273,"Bristol-Myers Squibb","New York","Health Care & Life Sciences",61.6,49.5,64.7,70.5,"BMY",20191231,2834,64.19,0.127327,2344185,0.02859,"m",2019,129944,26145
273,"Bristol-Myers Squibb","New York","Health Care & Life Sciences",61.6,49.5,64.7,70.5,"BMY",20200131,2834,62.95,-0.012307,2344185,-0.001628,"m",2019,129944,26145
273,"Bristol-Myers Squibb","New York","Health Care & Life Sciences",61.6,49.5,64.7,70.5,"BMY",20200228,2834,59.06,-0.061795,2257511,-0.08411,"m",2019,129944,26145
273,"Bristol-Myers Squibb","New York","Health Care & Life Sciences",61.6,49.5,64.7,70.5,"BMY",20200331,2834,55.74,-0.056214,2262463,-0.125119,"m",2019,129944,26145
273,"Bristol-Myers Squibb","New York","Health Care & Life Sciences",61.6,49.5,64.7,70.5,"BMY",20200430,2834,60.81,0.099031,2262463,0.126844,"m",2019,129944,26145
274,"CenturyLink","Louisiana","Software & Telecom",61.5,53.4,76.7,54.5,"LUMN",NA,NA,NA,NA,NA,NA,NA,2019,64742,22401
275,"Park Hotels & Resorts","Virginia","Real Estate & Housing",61.5,47.5,71.9,65.2,"PK",20190531,7011,27.62,-0.139027,201578,-0.065778,"m",2019,11290,2794
275,"Park Hotels & Resorts","Virginia","Real Estate & Housing",61.5,47.5,71.9,65.2,"PK",20190628,7011,27.56,0.01412,201578,0.06893,"m",2019,11290,2794
275,"Park Hotels & Resorts","Virginia","Real Estate & Housing",61.5,47.5,71.9,65.2,"PK",20190731,7011,26.41,-0.041727,201621,0.013128,"m",2019,11290,2794
275,"Park Hotels & Resorts","Virginia","Real Estate & Housing",61.5,47.5,71.9,65.2,"PK",20190830,7011,23.55,-0.108292,201623,-0.018092,"m",2019,11290,2794
275,"Park Hotels & Resorts","Virginia","Real Estate & Housing",61.5,47.5,71.9,65.2,"PK",20190930,7011,24.97,0.079406,240000,0.017181,"m",2019,11290,2794
275,"Park Hotels & Resorts","Virginia","Real Estate & Housing",61.5,47.5,71.9,65.2,"PK",20191031,7011,23.25,-0.068883,240000,0.020432,"m",2019,11290,2794
275,"Park Hotels & Resorts","Virginia","Real Estate & Housing",61.5,47.5,71.9,65.2,"PK",20191129,7011,23.65,0.017204,239387,0.034047,"m",2019,11290,2794
275,"Park Hotels & Resorts","Virginia","Real Estate & Housing",61.5,47.5,71.9,65.2,"PK",20191231,7011,25.87,0.117125,239387,0.02859,"m",2019,11290,2794
275,"Park Hotels & Resorts","Virginia","Real Estate & Housing",61.5,47.5,71.9,65.2,"PK",20200131,7011,21.94,-0.151913,239387,-0.001628,"m",2019,11290,2794
275,"Park Hotels & Resorts","Virginia","Real Estate & Housing",61.5,47.5,71.9,65.2,"PK",20200228,7011,18.26,-0.16773,240185,-0.08411,"m",2019,11290,2794
275,"Park Hotels & Resorts","Virginia","Real Estate & Housing",61.5,47.5,71.9,65.2,"PK",20200331,7011,7.91,-0.542169,239982,-0.125119,"m",2019,11290,2794
275,"Park Hotels & Resorts","Virginia","Real Estate & Housing",61.5,47.5,71.9,65.2,"PK",20200430,7011,9.51,0.202276,239982,0.126844,"m",2019,11290,2794
276,"Caterpillar","Illinois","Capital Goods",61.5,41.7,64.6,78.3,"CAT",20190531,3531,119.81,-0.140654,571876,-0.065778,"m",2019,78453,53800
276,"Caterpillar","Illinois","Capital Goods",61.5,41.7,64.6,78.3,"CAT",20190628,3531,136.28999,0.137551,571876,0.06893,"m",2019,78453,53800
276,"Caterpillar","Illinois","Capital Goods",61.5,41.7,64.6,78.3,"CAT",20190731,3531,131.67,-0.026341,571876,0.013128,"m",2019,78453,53800
276,"Caterpillar","Illinois","Capital Goods",61.5,41.7,64.6,78.3,"CAT",20190830,3531,119,-0.096225,562589,-0.018092,"m",2019,78453,53800
276,"Caterpillar","Illinois","Capital Goods",61.5,41.7,64.6,78.3,"CAT",20190930,3531,126.31,0.061429,562589,0.017181,"m",2019,78453,53800
276,"Caterpillar","Illinois","Capital Goods",61.5,41.7,64.6,78.3,"CAT",20191031,3531,137.8,0.099121,552658,0.020432,"m",2019,78453,53800
276,"Caterpillar","Illinois","Capital Goods",61.5,41.7,64.6,78.3,"CAT",20191129,3531,144.73,0.05029,552658,0.034047,"m",2019,78453,53800
276,"Caterpillar","Illinois","Capital Goods",61.5,41.7,64.6,78.3,"CAT",20191231,3531,147.67999,0.020383,552658,0.02859,"m",2019,78453,53800
276,"Caterpillar","Illinois","Capital Goods",61.5,41.7,64.6,78.3,"CAT",20200131,3531,131.35001,-0.103602,552658,-0.001628,"m",2019,78453,53800
276,"Caterpillar","Illinois","Capital Goods",61.5,41.7,64.6,78.3,"CAT",20200228,3531,124.24,-0.05413,550083,-0.08411,"m",2019,78453,53800
276,"Caterpillar","Illinois","Capital Goods",61.5,41.7,64.6,78.3,"CAT",20200331,3531,116.04,-0.066001,550083,-0.125119,"m",2019,78453,53800
276,"Caterpillar","Illinois","Capital Goods",61.5,41.7,64.6,78.3,"CAT",20200430,3531,116.38,0.011806,541239,0.126844,"m",2019,78453,53800
277,"Tetra Tech","California","Professional Services",61.4,37.7,69,77.6,"TTEK",20190531,8710,67.52,0.045581,54866,-0.065778,"m",2019,2147.408,3107.348
277,"Tetra Tech","California","Professional Services",61.4,37.7,69,77.6,"TTEK",20190628,8710,78.55,0.163359,54714,0.06893,"m",2019,2147.408,3107.348
277,"Tetra Tech","California","Professional Services",61.4,37.7,69,77.6,"TTEK",20190731,8710,79.2,0.008275,54649,0.013128,"m",2019,2147.408,3107.348
277,"Tetra Tech","California","Professional Services",61.4,37.7,69,77.6,"TTEK",20190830,8710,81.12,0.026136,54649,-0.018092,"m",2019,2147.408,3107.348
277,"Tetra Tech","California","Professional Services",61.4,37.7,69,77.6,"TTEK",20190930,8710,86.76,0.069527,54565,0.017181,"m",2019,2147.408,3107.348
277,"Tetra Tech","California","Professional Services",61.4,37.7,69,77.6,"TTEK",20191031,8710,87.47,0.008183,54565,0.020432,"m",2019,2147.408,3107.348
277,"Tetra Tech","California","Professional Services",61.4,37.7,69,77.6,"TTEK",20191129,8710,88.29,0.01109,54588,0.034047,"m",2019,2147.408,3107.348
277,"Tetra Tech","California","Professional Services",61.4,37.7,69,77.6,"TTEK",20191231,8710,86.16,-0.024125,54728,0.02859,"m",2019,2147.408,3107.348
277,"Tetra Tech","California","Professional Services",61.4,37.7,69,77.6,"TTEK",20200131,8710,85.6,-0.0065,54684,-0.001628,"m",2019,2147.408,3107.348
277,"Tetra Tech","California","Professional Services",61.4,37.7,69,77.6,"TTEK",20200228,8710,80.87,-0.053505,54684,-0.08411,"m",2019,2147.408,3107.348
277,"Tetra Tech","California","Professional Services",61.4,37.7,69,77.6,"TTEK",20200331,8710,70.62,-0.126747,54142,-0.125119,"m",2019,2147.408,3107.348
277,"Tetra Tech","California","Professional Services",61.4,37.7,69,77.6,"TTEK",20200430,8710,75.28,0.065987,54026,0.126844,"m",2019,2147.408,3107.348
278,"Keysight","California","Technology Hardware",61.4,28.6,68.5,87.1,"KEYS",20190531,3825,75.13,-0.136734,188171,-0.065778,"m",2019,6623,4303
278,"Keysight","California","Technology Hardware",61.4,28.6,68.5,87.1,"KEYS",20190628,3825,89.81,0.195395,188171,0.06893,"m",2019,6623,4303
278,"Keysight","California","Technology Hardware",61.4,28.6,68.5,87.1,"KEYS",20190731,3825,89.52,-0.003229,188171,0.013128,"m",2019,6623,4303
278,"Keysight","California","Technology Hardware",61.4,28.6,68.5,87.1,"KEYS",20190830,3825,96.86,0.081993,187578,-0.018092,"m",2019,6623,4303
278,"Keysight","California","Technology Hardware",61.4,28.6,68.5,87.1,"KEYS",20190930,3825,97.25,0.004026,187578,0.017181,"m",2019,6623,4303
278,"Keysight","California","Technology Hardware",61.4,28.6,68.5,87.1,"KEYS",20191031,3825,100.91,0.037635,187578,0.020432,"m",2019,6623,4303
278,"Keysight","California","Technology Hardware",61.4,28.6,68.5,87.1,"KEYS",20191129,3825,107.03,0.060648,187578,0.034047,"m",2019,6623,4303
278,"Keysight","California","Technology Hardware",61.4,28.6,68.5,87.1,"KEYS",20191231,3825,102.63,-0.04111,188448,0.02859,"m",2019,6623,4303
278,"Keysight","California","Technology Hardware",61.4,28.6,68.5,87.1,"KEYS",20200131,3825,92.99,-0.09393,188125,-0.001628,"m",2019,6623,4303
278,"Keysight","California","Technology Hardware",61.4,28.6,68.5,87.1,"KEYS",20200228,3825,94.76,0.019034,187800,-0.08411,"m",2019,6623,4303
278,"Keysight","California","Technology Hardware",61.4,28.6,68.5,87.1,"KEYS",20200331,3825,83.68,-0.116927,187395,-0.125119,"m",2019,6623,4303
278,"Keysight","California","Technology Hardware",61.4,28.6,68.5,87.1,"KEYS",20200430,3825,96.77,0.156429,187395,0.126844,"m",2019,6623,4303
279,"Hersha","Pennsylvania","Real Estate & Housing",61.4,58.2,74.2,51.8,"HT",20190531,6798,17.05,-0.081852,39215,-0.065778,"m",2019,2122.428,530.904
279,"Hersha","Pennsylvania","Real Estate & Housing",61.4,58.2,74.2,51.8,"HT",20190628,6798,16.54,-0.01349,39215,0.06893,"m",2019,2122.428,530.904
279,"Hersha","Pennsylvania","Real Estate & Housing",61.4,58.2,74.2,51.8,"HT",20190731,6798,15.62,-0.055623,39270,0.013128,"m",2019,2122.428,530.904
279,"Hersha","Pennsylvania","Real Estate & Housing",61.4,58.2,74.2,51.8,"HT",20190830,6798,13.9,-0.110115,39270,-0.018092,"m",2019,2122.428,530.904
279,"Hersha","Pennsylvania","Real Estate & Housing",61.4,58.2,74.2,51.8,"HT",20190930,6798,14.88,0.090648,39270,0.017181,"m",2019,2122.428,530.904
279,"Hersha","Pennsylvania","Real Estate & Housing",61.4,58.2,74.2,51.8,"HT",20191031,6798,13.8,-0.072581,39270,0.020432,"m",2019,2122.428,530.904
279,"Hersha","Pennsylvania","Real Estate & Housing",61.4,58.2,74.2,51.8,"HT",20191129,6798,14.18,0.027536,38611,0.034047,"m",2019,2122.428,530.904
279,"Hersha","Pennsylvania","Real Estate & Housing",61.4,58.2,74.2,51.8,"HT",20191231,6798,14.55,0.026093,38611,0.02859,"m",2019,2122.428,530.904
279,"Hersha","Pennsylvania","Real Estate & Housing",61.4,58.2,74.2,51.8,"HT",20200131,6798,12.97,-0.089347,38611,-0.001628,"m",2019,2122.428,530.904
279,"Hersha","Pennsylvania","Real Estate & Housing",61.4,58.2,74.2,51.8,"HT",20200228,6798,11.53,-0.111025,39185,-0.08411,"m",2019,2122.428,530.904
279,"Hersha","Pennsylvania","Real Estate & Housing",61.4,58.2,74.2,51.8,"HT",20200331,6798,3.58,-0.665221,39185,-0.125119,"m",2019,2122.428,530.904
279,"Hersha","Pennsylvania","Real Estate & Housing",61.4,58.2,74.2,51.8,"HT",20200430,6798,5.23,0.460894,38673,0.126844,"m",2019,2122.428,530.904
280,"SPX","North Carolina","Capital Goods",61.4,49.6,62,72.5,"SPXC",20190531,1731,29.74,-0.185205,43867,-0.065778,"m",2019,2134.5,1525.4
280,"SPX","North Carolina","Capital Goods",61.4,49.6,62,72.5,"SPXC",20190628,1731,33.02,0.110289,43867,0.06893,"m",2019,2134.5,1525.4
280,"SPX","North Carolina","Capital Goods",61.4,49.6,62,72.5,"SPXC",20190731,1731,34.9,0.056935,43867,0.013128,"m",2019,2134.5,1525.4
280,"SPX","North Carolina","Capital Goods",61.4,49.6,62,72.5,"SPXC",20190830,1731,37.95,0.087393,44034,-0.018092,"m",2019,2134.5,1525.4
280,"SPX","North Carolina","Capital Goods",61.4,49.6,62,72.5,"SPXC",20190930,1731,40.01,0.054282,44034,0.017181,"m",2019,2134.5,1525.4
280,"SPX","North Carolina","Capital Goods",61.4,49.6,62,72.5,"SPXC",20191031,1731,45.54,0.138216,44145,0.020432,"m",2019,2134.5,1525.4
280,"SPX","North Carolina","Capital Goods",61.4,49.6,62,72.5,"SPXC",20191129,1731,47.78,0.049187,44145,0.034047,"m",2019,2134.5,1525.4
280,"SPX","North Carolina","Capital Goods",61.4,49.6,62,72.5,"SPXC",20191231,3549,50.88,0.064881,44145,0.02859,"m",2019,2134.5,1525.4
280,"SPX","North Carolina","Capital Goods",61.4,49.6,62,72.5,"SPXC",20200131,3549,49.07,-0.035574,44145,-0.001628,"m",2019,2134.5,1525.4
280,"SPX","North Carolina","Capital Goods",61.4,49.6,62,72.5,"SPXC",20200228,3549,41.93,-0.145506,44227,-0.08411,"m",2019,2134.5,1525.4
280,"SPX","North Carolina","Capital Goods",61.4,49.6,62,72.5,"SPXC",20200331,3549,32.64,-0.22156,44227,-0.125119,"m",2019,2134.5,1525.4
280,"SPX","North Carolina","Capital Goods",61.4,49.6,62,72.5,"SPXC",20200430,3549,38.13,0.168199,44227,0.126844,"m",2019,2134.5,1525.4
281,"Steel Dynamics","Indiana","Materials",61.3,34.4,70.3,79.1,"STLD",20190531,3310,25.15,-0.206124,222245,-0.065778,"m",2019,8275.765,10464.991
281,"Steel Dynamics","Indiana","Materials",61.3,34.4,70.3,79.1,"STLD",20190628,3310,30.2,0.210338,219798,0.06893,"m",2019,8275.765,10464.991
281,"Steel Dynamics","Indiana","Materials",61.3,34.4,70.3,79.1,"STLD",20190731,3310,31.51,0.043377,219798,0.013128,"m",2019,8275.765,10464.991
281,"Steel Dynamics","Indiana","Materials",61.3,34.4,70.3,79.1,"STLD",20190830,3310,27,-0.143129,219613,-0.018092,"m",2019,8275.765,10464.991
281,"Steel Dynamics","Indiana","Materials",61.3,34.4,70.3,79.1,"STLD",20190930,3310,29.8,0.112593,215741,0.017181,"m",2019,8275.765,10464.991
281,"Steel Dynamics","Indiana","Materials",61.3,34.4,70.3,79.1,"STLD",20191031,3310,30.36,0.018792,215452,0.020432,"m",2019,8275.765,10464.991
281,"Steel Dynamics","Indiana","Materials",61.3,34.4,70.3,79.1,"STLD",20191129,3310,33.73,0.111001,215452,0.034047,"m",2019,8275.765,10464.991
281,"Steel Dynamics","Indiana","Materials",61.3,34.4,70.3,79.1,"STLD",20191231,3310,34.04,0.016306,214503,0.02859,"m",2019,8275.765,10464.991
281,"Steel Dynamics","Indiana","Materials",61.3,34.4,70.3,79.1,"STLD",20200131,3310,29.88,-0.122209,214503,-0.001628,"m",2019,8275.765,10464.991
281,"Steel Dynamics","Indiana","Materials",61.3,34.4,70.3,79.1,"STLD",20200228,3310,26.63,-0.108768,213554,-0.08411,"m",2019,8275.765,10464.991
281,"Steel Dynamics","Indiana","Materials",61.3,34.4,70.3,79.1,"STLD",20200331,3310,22.54,-0.144198,210339,-0.125119,"m",2019,8275.765,10464.991
281,"Steel Dynamics","Indiana","Materials",61.3,34.4,70.3,79.1,"STLD",20200430,3310,24.27,0.076752,210339,0.126844,"m",2019,8275.765,10464.991
282,"Spire","Missouri","Energy & Utilities",61.2,43.5,72.4,67.8,"SR",20190531,4939,83.32,-0.010334,50746,-0.065778,"m",2019,7619.2,1952.4
282,"Spire","Missouri","Energy & Utilities",61.2,43.5,72.4,67.8,"SR",20190628,4939,83.92,0.014312,50746,0.06893,"m",2019,7619.2,1952.4
282,"Spire","Missouri","Energy & Utilities",61.2,43.5,72.4,67.8,"SR",20190731,4939,82.41,-0.017993,50809,0.013128,"m",2019,7619.2,1952.4
282,"Spire","Missouri","Energy & Utilities",61.2,43.5,72.4,67.8,"SR",20190830,4939,84.9,0.030215,50809,-0.018092,"m",2019,7619.2,1952.4
282,"Spire","Missouri","Energy & Utilities",61.2,43.5,72.4,67.8,"SR",20190930,4939,87.24,0.034541,50809,0.017181,"m",2019,7619.2,1952.4
282,"Spire","Missouri","Energy & Utilities",61.2,43.5,72.4,67.8,"SR",20191031,4939,84.06,-0.036451,50809,0.020432,"m",2019,7619.2,1952.4
282,"Spire","Missouri","Energy & Utilities",61.2,43.5,72.4,67.8,"SR",20191129,4939,77.42,-0.078991,50977,0.034047,"m",2019,7619.2,1952.4
282,"Spire","Missouri","Energy & Utilities",61.2,43.5,72.4,67.8,"SR",20191231,4939,83.31,0.084119,50977,0.02859,"m",2019,7619.2,1952.4
282,"Spire","Missouri","Energy & Utilities",61.2,43.5,72.4,67.8,"SR",20200131,4939,84.32,0.012123,50977,-0.001628,"m",2019,7619.2,1952.4
282,"Spire","Missouri","Energy & Utilities",61.2,43.5,72.4,67.8,"SR",20200228,4939,75.05,-0.109938,51068,-0.08411,"m",2019,7619.2,1952.4
282,"Spire","Missouri","Energy & Utilities",61.2,43.5,72.4,67.8,"SR",20200331,4939,74.48,7e-04,51068,-0.125119,"m",2019,7619.2,1952.4
282,"Spire","Missouri","Energy & Utilities",61.2,43.5,72.4,67.8,"SR",20200430,4939,72.96,-0.020408,51068,0.126844,"m",2019,7619.2,1952.4
283,"Vornado Realty Trust","New York","Real Estate & Housing",61.2,69.5,43.9,70.1,"VNO",20190531,6798,66.23,-0.032543,190761,-0.065778,"m",2019,18287.013,1921.302
283,"Vornado Realty Trust","New York","Real Estate & Housing",61.2,69.5,43.9,70.1,"VNO",20190628,6798,64.1,-0.032161,190813,0.06893,"m",2019,18287.013,1921.302
283,"Vornado Realty Trust","New York","Real Estate & Housing",61.2,69.5,43.9,70.1,"VNO",20190731,6798,64.32,0.003432,190813,0.013128,"m",2019,18287.013,1921.302
283,"Vornado Realty Trust","New York","Real Estate & Housing",61.2,69.5,43.9,70.1,"VNO",20190830,6798,60.47,-0.049596,190813,-0.018092,"m",2019,18287.013,1921.302
283,"Vornado Realty Trust","New York","Real Estate & Housing",61.2,69.5,43.9,70.1,"VNO",20190930,6798,63.67,0.052919,190813,0.017181,"m",2019,18287.013,1921.302
283,"Vornado Realty Trust","New York","Real Estate & Housing",61.2,69.5,43.9,70.1,"VNO",20191031,6798,65.63,0.030784,190850,0.020432,"m",2019,18287.013,1921.302
283,"Vornado Realty Trust","New York","Real Estate & Housing",61.2,69.5,43.9,70.1,"VNO",20191129,6798,64.57,-0.006095,190850,0.034047,"m",2019,18287.013,1921.302
283,"Vornado Realty Trust","New York","Real Estate & Housing",61.2,69.5,43.9,70.1,"VNO",20191231,6798,66.5,0.06009,190850,0.02859,"m",2019,18287.013,1921.302
283,"Vornado Realty Trust","New York","Real Estate & Housing",61.2,69.5,43.9,70.1,"VNO",20200131,6798,65.77,-0.001053,190850,-0.001628,"m",2019,18287.013,1921.302
283,"Vornado Realty Trust","New York","Real Estate & Housing",61.2,69.5,43.9,70.1,"VNO",20200228,6798,53.58,-0.185343,190986,-0.08411,"m",2019,18287.013,1921.302
283,"Vornado Realty Trust","New York","Real Estate & Housing",61.2,69.5,43.9,70.1,"VNO",20200331,6798,36.21,-0.324188,190986,-0.125119,"m",2019,18287.013,1921.302
283,"Vornado Realty Trust","New York","Real Estate & Housing",61.2,69.5,43.9,70.1,"VNO",20200430,6798,43.82,0.210163,191104,0.126844,"m",2019,18287.013,1921.302
284,"Morgan Stanley","New York","Financial",61.1,58.2,62.2,63,"MS",20190531,6211,40.69,-0.156684,1682235,-0.065778,"m",2019,895429,53823
284,"Morgan Stanley","New York","Financial",61.1,58.2,62.2,63,"MS",20190628,6211,43.81,0.076677,1682235,0.06893,"m",2019,895429,53823
284,"Morgan Stanley","New York","Financial",61.1,58.2,62.2,63,"MS",20190731,6211,44.56,0.025108,1659000,0.013128,"m",2019,895429,53823
284,"Morgan Stanley","New York","Financial",61.1,58.2,62.2,63,"MS",20190830,6211,41.49,-0.068896,1652768,-0.018092,"m",2019,895429,53823
284,"Morgan Stanley","New York","Financial",61.1,58.2,62.2,63,"MS",20190930,6211,42.67,0.028441,1652768,0.017181,"m",2019,895429,53823
284,"Morgan Stanley","New York","Financial",61.1,58.2,62.2,63,"MS",20191031,6211,46.05,0.087415,1624000,0.020432,"m",2019,895429,53823
284,"Morgan Stanley","New York","Financial",61.1,58.2,62.2,63,"MS",20191129,6211,49.48,0.074484,1618598,0.034047,"m",2019,895429,53823
284,"Morgan Stanley","New York","Financial",61.1,58.2,62.2,63,"MS",20191231,6211,51.12,0.033145,1618598,0.02859,"m",2019,895429,53823
284,"Morgan Stanley","New York","Financial",61.1,58.2,62.2,63,"MS",20200131,6211,52.26,0.029147,1618598,-0.001628,"m",2019,895429,53823
284,"Morgan Stanley","New York","Financial",61.1,58.2,62.2,63,"MS",20200228,6211,45.03,-0.138347,1599277,-0.08411,"m",2019,895429,53823
284,"Morgan Stanley","New York","Financial",61.1,58.2,62.2,63,"MS",20200331,6211,34,-0.244948,1532398,-0.125119,"m",2019,895429,53823
284,"Morgan Stanley","New York","Financial",61.1,58.2,62.2,63,"MS",20200430,6211,39.43,0.17,1576000,0.126844,"m",2019,895429,53823
285,"Phillips 66","Texas","Energy & Utilities",61.1,43.9,88.5,50.9,"PSX",20190531,2911,80.8,-0.13334,454000,-0.065778,"m",2019,58720,107293
285,"Phillips 66","Texas","Energy & Utilities",61.1,43.9,88.5,50.9,"PSX",20190628,2911,93.54,0.157673,454000,0.06893,"m",2019,58720,107293
285,"Phillips 66","Texas","Energy & Utilities",61.1,43.9,88.5,50.9,"PSX",20190731,2911,102.56,0.096429,449000,0.013128,"m",2019,58720,107293
285,"Phillips 66","Texas","Energy & Utilities",61.1,43.9,88.5,50.9,"PSX",20190830,2911,98.63,-0.029544,449000,-0.018092,"m",2019,58720,107293
285,"Phillips 66","Texas","Energy & Utilities",61.1,43.9,88.5,50.9,"PSX",20190930,2911,102.4,0.038224,449000,0.017181,"m",2019,58720,107293
285,"Phillips 66","Texas","Energy & Utilities",61.1,43.9,88.5,50.9,"PSX",20191031,2911,116.82,0.14082,444358,0.020432,"m",2019,58720,107293
285,"Phillips 66","Texas","Energy & Utilities",61.1,43.9,88.5,50.9,"PSX",20191129,2911,114.72,-0.010272,444358,0.034047,"m",2019,58720,107293
285,"Phillips 66","Texas","Energy & Utilities",61.1,43.9,88.5,50.9,"PSX",20191231,2911,111.41,-0.028853,444358,0.02859,"m",2019,58720,107293
285,"Phillips 66","Texas","Energy & Utilities",61.1,43.9,88.5,50.9,"PSX",20200131,2911,91.37,-0.179876,441000,-0.001628,"m",2019,58720,107293
285,"Phillips 66","Texas","Energy & Utilities",61.1,43.9,88.5,50.9,"PSX",20200228,2911,74.86,-0.170844,439446,-0.08411,"m",2019,58720,107293
285,"Phillips 66","Texas","Energy & Utilities",61.1,43.9,88.5,50.9,"PSX",20200331,2911,53.65,-0.283329,437838,-0.125119,"m",2019,58720,107293
285,"Phillips 66","Texas","Energy & Utilities",61.1,43.9,88.5,50.9,"PSX",20200430,2911,73.17,0.36384,437838,0.126844,"m",2019,58720,107293
286,"HB Fuller","Minnesota","Materials",61.1,48.7,72.4,62.1,"FUL",20190531,2891,39.43,-0.194813,50886,-0.065778,"m",2019,3985.734,2897
286,"HB Fuller","Minnesota","Materials",61.1,48.7,72.4,62.1,"FUL",20190628,2891,46.4,0.176769,50918,0.06893,"m",2019,3985.734,2897
286,"HB Fuller","Minnesota","Materials",61.1,48.7,72.4,62.1,"FUL",20190731,2891,47.81,0.033836,50918,0.013128,"m",2019,3985.734,2897
286,"HB Fuller","Minnesota","Materials",61.1,48.7,72.4,62.1,"FUL",20190830,2891,42.61,-0.108764,50918,-0.018092,"m",2019,3985.734,2897
286,"HB Fuller","Minnesota","Materials",61.1,48.7,72.4,62.1,"FUL",20190930,2891,46.56,0.092701,50982,0.017181,"m",2019,3985.734,2897
286,"HB Fuller","Minnesota","Materials",61.1,48.7,72.4,62.1,"FUL",20191031,2891,48.8,0.051546,50982,0.020432,"m",2019,3985.734,2897
286,"HB Fuller","Minnesota","Materials",61.1,48.7,72.4,62.1,"FUL",20191129,2891,49.88,0.022131,50982,0.034047,"m",2019,3985.734,2897
286,"HB Fuller","Minnesota","Materials",61.1,48.7,72.4,62.1,"FUL",20191231,2891,51.57,0.033881,50982,0.02859,"m",2019,3985.734,2897
286,"HB Fuller","Minnesota","Materials",61.1,48.7,72.4,62.1,"FUL",20200131,2891,46.21,-0.100834,51255,-0.001628,"m",2019,3985.734,2897
286,"HB Fuller","Minnesota","Materials",61.1,48.7,72.4,62.1,"FUL",20200228,2891,39.23,-0.15105,51391,-0.08411,"m",2019,3985.734,2897
286,"HB Fuller","Minnesota","Materials",61.1,48.7,72.4,62.1,"FUL",20200331,2891,27.93,-0.288045,51411,-0.125119,"m",2019,3985.734,2897
286,"HB Fuller","Minnesota","Materials",61.1,48.7,72.4,62.1,"FUL",20200430,2891,36.79,0.32304,51411,0.126844,"m",2019,3985.734,2897
