"Rank","Company","State","Industry","Score","Environmental.Score","Social.Score","Corporate.Governance","HTICK","date","SICCD","PRC","RET","SHROUT","sprtrn","ind","fyear","at","revt"
2,"Cisco","California","Technology Hardware",91.2,94.2,87,92.4,"CSCO",20190531,3674,52.03,-0.070063,4280733,-0.065778,"m",2019,97793,51904
2,"Cisco","California","Technology Hardware",91.2,94.2,87,92.4,"CSCO",20190628,3674,54.73,0.051893,4280733,0.06893,"m",2019,97793,51904
2,"Cisco","California","Technology Hardware",91.2,94.2,87,92.4,"CSCO",20190731,3674,55.4,0.018637,4249561,0.013128,"m",2019,97793,51904
2,"Cisco","California","Technology Hardware",91.2,94.2,87,92.4,"CSCO",20190830,3674,46.81,-0.155054,4245290,-0.018092,"m",2019,97793,51904
2,"Cisco","California","Technology Hardware",91.2,94.2,87,92.4,"CSCO",20190930,3674,49.41,0.055544,4245290,0.017181,"m",2019,97793,51904
2,"Cisco","California","Technology Hardware",91.2,94.2,87,92.4,"CSCO",20191031,3674,47.51,-0.03137,4241000,0.020432,"m",2019,97793,51904
2,"Cisco","California","Technology Hardware",91.2,94.2,87,92.4,"CSCO",20191129,3674,45.31,-0.046306,4242263,0.034047,"m",2019,97793,51904
2,"Cisco","California","Technology Hardware",91.2,94.2,87,92.4,"CSCO",20191231,3674,47.96,0.058486,4242263,0.02859,"m",2019,97793,51904
2,"Cisco","California","Technology Hardware",91.2,94.2,87,92.4,"CSCO",20200131,3674,45.97,-0.034195,4241000,-0.001628,"m",2019,97793,51904
2,"Cisco","California","Technology Hardware",91.2,94.2,87,92.4,"CSCO",20200228,3674,39.93,-0.13139,4240880,-0.08411,"m",2019,97793,51904
2,"Cisco","California","Technology Hardware",91.2,94.2,87,92.4,"CSCO",20200331,3674,39.31,-0.015527,4240880,-0.125119,"m",2019,97793,51904
2,"Cisco","California","Technology Hardware",91.2,94.2,87,92.4,"CSCO",20200430,3674,42.38,0.087255,4220000,0.126844,"m",2019,97793,51904
3,"Dell","Texas","Technology Hardware",90.3,96.6,81.7,92.6,"DELL",20190531,3824,59.55,-0.1166,172992,-0.065778,"m",2019,118861,92154
3,"Dell","Texas","Technology Hardware",90.3,96.6,81.7,92.6,"DELL",20190628,3824,50.8,-0.146935,173083,0.06893,"m",2019,118861,92154
3,"Dell","Texas","Technology Hardware",90.3,96.6,81.7,92.6,"DELL",20190731,3824,57.74,0.136614,173083,0.013128,"m",2019,118861,92154
3,"Dell","Texas","Technology Hardware",90.3,96.6,81.7,92.6,"DELL",20190830,3824,51.53,-0.107551,173083,-0.018092,"m",2019,118861,92154
3,"Dell","Texas","Technology Hardware",90.3,96.6,81.7,92.6,"DELL",20190930,3824,51.86,0.006404,231577,0.017181,"m",2019,118861,92154
3,"Dell","Texas","Technology Hardware",90.3,96.6,81.7,92.6,"DELL",20191031,3824,52.89,0.019861,231577,0.020432,"m",2019,118861,92154
3,"Dell","Texas","Technology Hardware",90.3,96.6,81.7,92.6,"DELL",20191129,3824,48.49,-0.083191,231577,0.034047,"m",2019,118861,92154
3,"Dell","Texas","Technology Hardware",90.3,96.6,81.7,92.6,"DELL",20191231,3824,51.39,0.059806,236744,0.02859,"m",2019,118861,92154
3,"Dell","Texas","Technology Hardware",90.3,96.6,81.7,92.6,"DELL",20200131,3824,48.77,-0.050983,236744,-0.001628,"m",2019,118861,92154
3,"Dell","Texas","Technology Hardware",90.3,96.6,81.7,92.6,"DELL",20200228,3824,40.46,-0.170392,236744,-0.08411,"m",2019,118861,92154
3,"Dell","Texas","Technology Hardware",90.3,96.6,81.7,92.6,"DELL",20200331,3571,39.55,-0.022491,253250,-0.125119,"m",2019,118861,92154
3,"Dell","Texas","Technology Hardware",90.3,96.6,81.7,92.6,"DELL",20200430,3571,42.69,0.079393,253250,0.126844,"m",2019,118861,92154
4,"Intel","California","Technology Hardware",90,75.9,94.2,100,"INTC",20190531,3679,44.04,-0.130976,4477000,-0.065778,"m",2019,136524,71965
4,"Intel","California","Technology Hardware",90,75.9,94.2,100,"INTC",20190628,3679,47.87,0.086966,4430000,0.06893,"m",2019,136524,71965
4,"Intel","California","Technology Hardware",90,75.9,94.2,100,"INTC",20190731,3679,50.55,0.055985,4430000,0.013128,"m",2019,136524,71965
4,"Intel","California","Technology Hardware",90,75.9,94.2,100,"INTC",20190830,3679,47.41,-0.055885,4430000,-0.018092,"m",2019,136524,71965
4,"Intel","California","Technology Hardware",90,75.9,94.2,100,"INTC",20190930,3679,51.53,0.086901,4350000,0.017181,"m",2019,136524,71965
4,"Intel","California","Technology Hardware",90,75.9,94.2,100,"INTC",20191031,3679,56.53,0.097031,4350000,0.020432,"m",2019,136524,71965
4,"Intel","California","Technology Hardware",90,75.9,94.2,100,"INTC",20191129,3679,58.05,0.032461,4350000,0.034047,"m",2019,136524,71965
4,"Intel","California","Technology Hardware",90,75.9,94.2,100,"INTC",20191231,3679,59.85,0.031008,4290000,0.02859,"m",2019,136524,71965
4,"Intel","California","Technology Hardware",90,75.9,94.2,100,"INTC",20200131,3679,63.93,0.06817,4277000,-0.001628,"m",2019,136524,71965
4,"Intel","California","Technology Hardware",90,75.9,94.2,100,"INTC",20200228,3679,55.52,-0.126388,4277000,-0.08411,"m",2019,136524,71965
4,"Intel","California","Technology Hardware",90,75.9,94.2,100,"INTC",20200331,3679,54.12,-0.025216,4234000,-0.125119,"m",2019,136524,71965
4,"Intel","California","Technology Hardware",90,75.9,94.2,100,"INTC",20200430,3679,59.98,0.108278,4277000,0.126844,"m",2019,136524,71965
5,"Microsoft","Washington","Software & Telecom",89.7,88.7,87.7,92.7,"MSFT",20190531,7370,123.68,-0.049464,7662818,-0.065778,"m",2019,286556,125843
5,"Microsoft","Washington","Software & Telecom",89.7,88.7,87.7,92.7,"MSFT",20190628,7370,133.96001,0.083118,7643000,0.06893,"m",2019,286556,125843
5,"Microsoft","Washington","Software & Telecom",89.7,88.7,87.7,92.7,"MSFT",20190731,7370,136.27,0.017244,7635409,0.013128,"m",2019,286556,125843
5,"Microsoft","Washington","Software & Telecom",89.7,88.7,87.7,92.7,"MSFT",20190830,7370,137.86,0.015044,7635409,-0.018092,"m",2019,286556,125843
5,"Microsoft","Washington","Software & Telecom",89.7,88.7,87.7,92.7,"MSFT",20190930,7370,139.03,0.008487,7634000,0.017181,"m",2019,286556,125843
5,"Microsoft","Washington","Software & Telecom",89.7,88.7,87.7,92.7,"MSFT",20191031,7370,143.37,0.031216,7628806,0.020432,"m",2019,286556,125843
5,"Microsoft","Washington","Software & Telecom",89.7,88.7,87.7,92.7,"MSFT",20191129,7370,151.38,0.059427,7628806,0.034047,"m",2019,286556,125843
5,"Microsoft","Washington","Software & Telecom",89.7,88.7,87.7,92.7,"MSFT",20191231,7370,157.7,0.041749,7611000,0.02859,"m",2019,286556,125843
5,"Microsoft","Washington","Software & Telecom",89.7,88.7,87.7,92.7,"MSFT",20200131,7370,170.23,0.079455,7606047,-0.001628,"m",2019,286556,125843
5,"Microsoft","Washington","Software & Telecom",89.7,88.7,87.7,92.7,"MSFT",20200228,7370,162.00999,-0.045292,7606047,-0.08411,"m",2019,286556,125843
5,"Microsoft","Washington","Software & Telecom",89.7,88.7,87.7,92.7,"MSFT",20200331,7370,157.71001,-0.026541,7590000,-0.125119,"m",2019,286556,125843
5,"Microsoft","Washington","Software & Telecom",89.7,88.7,87.7,92.7,"MSFT",20200430,7370,179.21001,0.136326,7583440,0.126844,"m",2019,286556,125843
6,"NVIDIA","California","Technology Hardware",89.1,79.8,88.4,99.3,"NVDA",20190531,3670,135.46001,-0.250718,609000,-0.065778,"m",2019,17315,10918
6,"NVIDIA","California","Technology Hardware",89.1,79.8,88.4,99.3,"NVDA",20190628,3670,164.23,0.212387,609000,0.06893,"m",2019,17315,10918
6,"NVIDIA","California","Technology Hardware",89.1,79.8,88.4,99.3,"NVDA",20190731,3670,168.72,0.02734,609000,0.013128,"m",2019,17315,10918
6,"NVIDIA","California","Technology Hardware",89.1,79.8,88.4,99.3,"NVDA",20190830,3670,167.50999,-0.006223,609000,-0.018092,"m",2019,17315,10918
6,"NVIDIA","California","Technology Hardware",89.1,79.8,88.4,99.3,"NVDA",20190930,3670,174.07001,0.039162,609000,0.017181,"m",2019,17315,10918
6,"NVIDIA","California","Technology Hardware",89.1,79.8,88.4,99.3,"NVDA",20191031,3670,201.02,0.154823,612000,0.020432,"m",2019,17315,10918
6,"NVIDIA","California","Technology Hardware",89.1,79.8,88.4,99.3,"NVDA",20191129,3670,216.74001,0.078997,612000,0.034047,"m",2019,17315,10918
6,"NVIDIA","California","Technology Hardware",89.1,79.8,88.4,99.3,"NVDA",20191231,3670,235.3,0.085633,612000,0.02859,"m",2019,17315,10918
6,"NVIDIA","California","Technology Hardware",89.1,79.8,88.4,99.3,"NVDA",20200131,3670,236.42999,0.004802,612000,-0.001628,"m",2019,17315,10918
6,"NVIDIA","California","Technology Hardware",89.1,79.8,88.4,99.3,"NVDA",20200228,3670,270.07001,0.14296,612000,-0.08411,"m",2019,17315,10918
6,"NVIDIA","California","Technology Hardware",89.1,79.8,88.4,99.3,"NVDA",20200331,3670,263.60001,-0.023957,615108,-0.125119,"m",2019,17315,10918
6,"NVIDIA","California","Technology Hardware",89.1,79.8,88.4,99.3,"NVDA",20200430,3670,292.28,0.108801,615000,0.126844,"m",2019,17315,10918
7,"Citigroup","New York","Financial",88.2,95,87.3,82.6,"C",20190531,6021,62.15,-0.114569,2312468,-0.065778,"m",2019,1951158,103449
7,"Citigroup","New York","Financial",88.2,95,87.3,82.6,"C",20190628,6211,70.03,0.12679,2312468,0.06893,"m",2019,1951158,103449
7,"Citigroup","New York","Financial",88.2,95,87.3,82.6,"C",20190731,6211,71.16,0.016136,2259100,0.013128,"m",2019,1951158,103449
7,"Citigroup","New York","Financial",88.2,95,87.3,82.6,"C",20190830,6211,64.35,-0.088533,2259056,-0.018092,"m",2019,1951158,103449
7,"Citigroup","New York","Financial",88.2,95,87.3,82.6,"C",20190930,6021,69.08,0.073504,2259056,0.017181,"m",2019,1951158,103449
7,"Citigroup","New York","Financial",88.2,95,87.3,82.6,"C",20191031,6021,71.86,0.040243,2183200,0.020432,"m",2019,1951158,103449
7,"Citigroup","New York","Financial",88.2,95,87.3,82.6,"C",20191129,6021,75.12,0.052463,2183194,0.034047,"m",2019,1951158,103449
7,"Citigroup","New York","Financial",88.2,95,87.3,82.6,"C",20191231,6021,79.89,0.063498,2183194,0.02859,"m",2019,1951158,103449
7,"Citigroup","New York","Financial",88.2,95,87.3,82.6,"C",20200131,6021,74.41,-0.06221,2183194,-0.001628,"m",2019,1951158,103449
7,"Citigroup","New York","Financial",88.2,95,87.3,82.6,"C",20200228,6021,63.46,-0.147158,2106487,-0.08411,"m",2019,1951158,103449
7,"Citigroup","New York","Financial",88.2,95,87.3,82.6,"C",20200331,6021,42.12,-0.336275,2098208,-0.125119,"m",2019,1951158,103449
7,"Citigroup","New York","Financial",88.2,95,87.3,82.6,"C",20200430,6021,48.56,0.152897,2082000,0.126844,"m",2019,1951158,103449
8,"General Mills","Minnesota","Consumer Goods",88.2,91.4,94.2,79,"GIS",20190531,2041,49.44,-0.039441,598791,-0.065778,"m",2019,30806.7,17626.6
8,"General Mills","Minnesota","Consumer Goods",88.2,91.4,94.2,79,"GIS",20190628,2041,52.52,0.062298,601960,0.06893,"m",2019,30806.7,17626.6
8,"General Mills","Minnesota","Consumer Goods",88.2,91.4,94.2,79,"GIS",20190731,2041,53.11,0.020564,601960,0.013128,"m",2019,30806.7,17626.6
8,"General Mills","Minnesota","Consumer Goods",88.2,91.4,94.2,79,"GIS",20190830,2041,53.8,0.012992,603491,-0.018092,"m",2019,30806.7,17626.6
8,"General Mills","Minnesota","Consumer Goods",88.2,91.4,94.2,79,"GIS",20190930,2041,55.12,0.024535,604394,0.017181,"m",2019,30806.7,17626.6
8,"General Mills","Minnesota","Consumer Goods",88.2,91.4,94.2,79,"GIS",20191031,2041,50.86,-0.068396,604394,0.020432,"m",2019,30806.7,17626.6
8,"General Mills","Minnesota","Consumer Goods",88.2,91.4,94.2,79,"GIS",20191129,2041,53.32,0.048368,604394,0.034047,"m",2019,30806.7,17626.6
8,"General Mills","Minnesota","Consumer Goods",88.2,91.4,94.2,79,"GIS",20191231,2041,53.56,0.004501,604817,0.02859,"m",2019,30806.7,17626.6
8,"General Mills","Minnesota","Consumer Goods",88.2,91.4,94.2,79,"GIS",20200131,2041,52.22,-0.01587,604817,-0.001628,"m",2019,30806.7,17626.6
8,"General Mills","Minnesota","Consumer Goods",88.2,91.4,94.2,79,"GIS",20200228,2041,49,-0.061662,604817,-0.08411,"m",2019,30806.7,17626.6
8,"General Mills","Minnesota","Consumer Goods",88.2,91.4,94.2,79,"GIS",20200331,2041,52.77,0.076939,606139,-0.125119,"m",2019,30806.7,17626.6
8,"General Mills","Minnesota","Consumer Goods",88.2,91.4,94.2,79,"GIS",20200430,2041,59.89,0.144211,606139,0.126844,"m",2019,30806.7,17626.6
9,"Comerica","Michigan","Financial",87.6,81.4,90.3,91.3,"CMA",20190531,6021,68.82,-0.124316,154161,-0.065778,"m",2019,73402,3817
9,"Comerica","Michigan","Financial",87.6,81.4,90.3,91.3,"CMA",20190628,6021,72.64,0.065243,154161,0.06893,"m",2019,73402,3817
9,"Comerica","Michigan","Financial",87.6,81.4,90.3,91.3,"CMA",20190731,6021,73.2,0.007709,149797,0.013128,"m",2019,73402,3817
9,"Comerica","Michigan","Financial",87.6,81.4,90.3,91.3,"CMA",20190830,6021,61.65,-0.157787,149361,-0.018092,"m",2019,73402,3817
9,"Comerica","Michigan","Financial",87.6,81.4,90.3,91.3,"CMA",20190930,6021,65.99,0.081265,149361,0.017181,"m",2019,73402,3817
9,"Comerica","Michigan","Financial",87.6,81.4,90.3,91.3,"CMA",20191031,6021,65.42,-0.008638,144154,0.020432,"m",2019,73402,3817
9,"Comerica","Michigan","Financial",87.6,81.4,90.3,91.3,"CMA",20191129,6021,70.41,0.076276,144154,0.034047,"m",2019,73402,3817
9,"Comerica","Michigan","Financial",87.6,81.4,90.3,91.3,"CMA",20191231,6021,71.75,0.028547,144154,0.02859,"m",2019,73402,3817
9,"Comerica","Michigan","Financial",87.6,81.4,90.3,91.3,"CMA",20200131,6021,61.16,-0.147596,142100,-0.001628,"m",2019,73402,3817
9,"Comerica","Michigan","Financial",87.6,81.4,90.3,91.3,"CMA",20200228,6021,52.64,-0.139307,141346,-0.08411,"m",2019,73402,3817
9,"Comerica","Michigan","Financial",87.6,81.4,90.3,91.3,"CMA",20200331,6021,29.34,-0.429711,140344,-0.125119,"m",2019,73402,3817
9,"Comerica","Michigan","Financial",87.6,81.4,90.3,91.3,"CMA",20200430,6021,34.86,0.188139,139035,0.126844,"m",2019,73402,3817
10,"Jones Lang LaSalle","Illinois","Real Estate & Housing",86.4,88.6,86.6,83.9,"JLL",20190531,6512,124.45,-0.192081,45739,-0.065778,"m",2019,13672.6,17983.2
10,"Jones Lang LaSalle","Illinois","Real Estate & Housing",86.4,88.6,86.6,83.9,"JLL",20190628,6512,140.69,0.130494,45739,0.06893,"m",2019,13672.6,17983.2
10,"Jones Lang LaSalle","Illinois","Real Estate & Housing",86.4,88.6,86.6,83.9,"JLL",20190731,6512,145.69,0.035539,51736,0.013128,"m",2019,13672.6,17983.2
10,"Jones Lang LaSalle","Illinois","Real Estate & Housing",86.4,88.6,86.6,83.9,"JLL",20190830,6512,134.05,-0.079896,51522,-0.018092,"m",2019,13672.6,17983.2
10,"Jones Lang LaSalle","Illinois","Real Estate & Housing",86.4,88.6,86.6,83.9,"JLL",20190930,6512,139.06,0.037374,51522,0.017181,"m",2019,13672.6,17983.2
10,"Jones Lang LaSalle","Illinois","Real Estate & Housing",86.4,88.6,86.6,83.9,"JLL",20191031,6512,146.52,0.053646,51522,0.020432,"m",2019,13672.6,17983.2
10,"Jones Lang LaSalle","Illinois","Real Estate & Housing",86.4,88.6,86.6,83.9,"JLL",20191129,6512,166.33,0.138138,51535,0.034047,"m",2019,13672.6,17983.2
10,"Jones Lang LaSalle","Illinois","Real Estate & Housing",86.4,88.6,86.6,83.9,"JLL",20191231,6512,174.09,0.046654,51535,0.02859,"m",2019,13672.6,17983.2
10,"Jones Lang LaSalle","Illinois","Real Estate & Housing",86.4,88.6,86.6,83.9,"JLL",20200131,6512,169.82001,-0.024527,51535,-0.001628,"m",2019,13672.6,17983.2
10,"Jones Lang LaSalle","Illinois","Real Estate & Housing",86.4,88.6,86.6,83.9,"JLL",20200228,6512,147.77,-0.129843,51565,-0.08411,"m",2019,13672.6,17983.2
10,"Jones Lang LaSalle","Illinois","Real Estate & Housing",86.4,88.6,86.6,83.9,"JLL",20200331,6512,100.98,-0.316641,51565,-0.125119,"m",2019,13672.6,17983.2
10,"Jones Lang LaSalle","Illinois","Real Estate & Housing",86.4,88.6,86.6,83.9,"JLL",20200430,6512,105.58,0.045554,51628,0.126844,"m",2019,13672.6,17983.2
11,"Lam Research","California","Technology Hardware",86.1,86.9,78.9,92.6,"LRCX",20190531,3559,174.61,-0.158222,149927,-0.065778,"m",2019,12001.333,9653.559
11,"Lam Research","California","Technology Hardware",86.1,86.9,78.9,92.6,"LRCX",20190628,3559,187.84,0.082069,144433,0.06893,"m",2019,12001.333,9653.559
11,"Lam Research","California","Technology Hardware",86.1,86.9,78.9,92.6,"LRCX",20190731,3559,208.61,0.110573,144433,0.013128,"m",2019,12001.333,9653.559
11,"Lam Research","California","Technology Hardware",86.1,86.9,78.9,92.6,"LRCX",20190830,3559,210.50999,0.009108,144533,-0.018092,"m",2019,12001.333,9653.559
11,"Lam Research","California","Technology Hardware",86.1,86.9,78.9,92.6,"LRCX",20190930,3559,231.11,0.103321,144871,0.017181,"m",2019,12001.333,9653.559
11,"Lam Research","California","Technology Hardware",86.1,86.9,78.9,92.6,"LRCX",20191031,3559,271.04001,0.172775,145079,0.020432,"m",2019,12001.333,9653.559
11,"Lam Research","California","Technology Hardware",86.1,86.9,78.9,92.6,"LRCX",20191129,3559,266.82999,-0.015533,145079,0.034047,"m",2019,12001.333,9653.559
11,"Lam Research","California","Technology Hardware",86.1,86.9,78.9,92.6,"LRCX",20191231,3559,292.39999,0.100139,142462,0.02859,"m",2019,12001.333,9653.559
11,"Lam Research","California","Technology Hardware",86.1,86.9,78.9,92.6,"LRCX",20200131,3559,298.20999,0.01987,145548,-0.001628,"m",2019,12001.333,9653.559
11,"Lam Research","California","Technology Hardware",86.1,86.9,78.9,92.6,"LRCX",20200228,3559,293.42999,-0.016029,145548,-0.08411,"m",2019,12001.333,9653.559
11,"Lam Research","California","Technology Hardware",86.1,86.9,78.9,92.6,"LRCX",20200331,3559,240,-0.178169,145156,-0.125119,"m",2019,12001.333,9653.559
11,"Lam Research","California","Technology Hardware",86.1,86.9,78.9,92.6,"LRCX",20200430,3559,255.28,0.063667,145162,0.126844,"m",2019,12001.333,9653.559
12,"American Express","New York","Financial",85.6,100,75,81.9,"AXP",20190531,6029,114.71,-0.021496,835081,-0.065778,"m",2019,198321,47020
12,"American Express","New York","Financial",85.6,100,75,81.9,"AXP",20190628,6029,123.44,0.076105,835081,0.06893,"m",2019,198321,47020
12,"American Express","New York","Financial",85.6,100,75,81.9,"AXP",20190731,6029,124.37,0.010693,829674,0.013128,"m",2019,198321,47020
12,"American Express","New York","Financial",85.6,100,75,81.9,"AXP",20190830,6029,120.37,-0.032162,829674,-0.018092,"m",2019,198321,47020
12,"American Express","New York","Financial",85.6,100,75,81.9,"AXP",20190930,6029,118.28,-0.017363,829674,0.017181,"m",2019,198321,47020
12,"American Express","New York","Financial",85.6,100,75,81.9,"AXP",20191031,6029,117.28,-0.004819,818271,0.020432,"m",2019,198321,47020
12,"American Express","New York","Financial",85.6,100,75,81.9,"AXP",20191129,6029,120.12,0.024216,818271,0.034047,"m",2019,198321,47020
12,"American Express","New York","Financial",85.6,100,75,81.9,"AXP",20191231,6029,124.49,0.03638,818271,0.02859,"m",2019,198321,47020
12,"American Express","New York","Financial",85.6,100,75,81.9,"AXP",20200131,6141,129.87,0.04667,810000,-0.001628,"m",2019,198321,47020
12,"American Express","New York","Financial",85.6,100,75,81.9,"AXP",20200228,6141,109.93,-0.153538,808041,-0.08411,"m",2019,198321,47020
12,"American Express","New York","Financial",85.6,100,75,81.9,"AXP",20200331,6141,85.61,-0.221232,805778,-0.125119,"m",2019,198321,47020
12,"American Express","New York","Financial",85.6,100,75,81.9,"AXP",20200430,6141,91.25,0.070903,804971,0.126844,"m",2019,198321,47020
13,"Amgen","California","Health Care & Life Sciences",85.1,78.6,89.1,87.8,"AMGN",20190531,2830,166.7,-0.062291,609936,-0.065778,"m",2019,59707,23362
13,"Amgen","California","Health Care & Life Sciences",85.1,78.6,89.1,87.8,"AMGN",20190628,2830,184.28,0.105459,602100,0.06893,"m",2019,59707,23362
13,"Amgen","California","Health Care & Life Sciences",85.1,78.6,89.1,87.8,"AMGN",20190731,2830,186.58,0.012481,599701,0.013128,"m",2019,59707,23362
13,"Amgen","California","Health Care & Life Sciences",85.1,78.6,89.1,87.8,"AMGN",20190830,2830,208.62,0.125898,599701,-0.018092,"m",2019,59707,23362
13,"Amgen","California","Health Care & Life Sciences",85.1,78.6,89.1,87.8,"AMGN",20190930,2830,193.50999,-0.072428,596200,0.017181,"m",2019,59707,23362
13,"Amgen","California","Health Care & Life Sciences",85.1,78.6,89.1,87.8,"AMGN",20191031,2830,213.25,0.10201,594184,0.020432,"m",2019,59707,23362
13,"Amgen","California","Health Care & Life Sciences",85.1,78.6,89.1,87.8,"AMGN",20191129,2830,234.72,0.107479,594184,0.034047,"m",2019,59707,23362
13,"Amgen","California","Health Care & Life Sciences",85.1,78.6,89.1,87.8,"AMGN",20191231,2830,241.07001,0.027054,591400,0.02859,"m",2019,59707,23362
13,"Amgen","California","Health Care & Life Sciences",85.1,78.6,89.1,87.8,"AMGN",20200131,2830,216.05,-0.103787,591400,-0.001628,"m",2019,59707,23362
13,"Amgen","California","Health Care & Life Sciences",85.1,78.6,89.1,87.8,"AMGN",20200228,2830,199.73,-0.068132,589807,-0.08411,"m",2019,59707,23362
13,"Amgen","California","Health Care & Life Sciences",85.1,78.6,89.1,87.8,"AMGN",20200331,2830,202.73,0.01502,588000,-0.125119,"m",2019,59707,23362
13,"Amgen","California","Health Care & Life Sciences",85.1,78.6,89.1,87.8,"AMGN",20200430,2830,239.22,0.179993,588247,0.126844,"m",2019,59707,23362
14,"Procter & Gamble","Ohio","Consumer Goods",84.8,84.2,85.4,85,"PG",20190531,2841,102.91,-0.033527,2508330,-0.065778,"m",2019,115095,67684
14,"Procter & Gamble","Ohio","Consumer Goods",84.8,84.2,85.4,85,"PG",20190628,2841,109.65,0.065494,2508330,0.06893,"m",2019,115095,67684
14,"Procter & Gamble","Ohio","Consumer Goods",84.8,84.2,85.4,85,"PG",20190731,2841,118.04,0.083319,2498100,0.013128,"m",2019,115095,67684
14,"Procter & Gamble","Ohio","Consumer Goods",84.8,84.2,85.4,85,"PG",20190830,2841,120.23,0.018553,2502633,-0.018092,"m",2019,115095,67684
14,"Procter & Gamble","Ohio","Consumer Goods",84.8,84.2,85.4,85,"PG",20190930,2841,124.38,0.034517,2502633,0.017181,"m",2019,115095,67684
14,"Procter & Gamble","Ohio","Consumer Goods",84.8,84.2,85.4,85,"PG",20191031,2841,124.51,0.007042,2493812,0.020432,"m",2019,115095,67684
14,"Procter & Gamble","Ohio","Consumer Goods",84.8,84.2,85.4,85,"PG",20191129,2841,122.06,-0.019677,2493812,0.034047,"m",2019,115095,67684
14,"Procter & Gamble","Ohio","Consumer Goods",84.8,84.2,85.4,85,"PG",20191231,2841,124.9,0.023267,2493812,0.02859,"m",2019,115095,67684
14,"Procter & Gamble","Ohio","Consumer Goods",84.8,84.2,85.4,85,"PG",20200131,2841,124.62,0.00373,2469453,-0.001628,"m",2019,115095,67684
14,"Procter & Gamble","Ohio","Consumer Goods",84.8,84.2,85.4,85,"PG",20200228,2841,113.23,-0.091398,2469453,-0.08411,"m",2019,115095,67684
14,"Procter & Gamble","Ohio","Consumer Goods",84.8,84.2,85.4,85,"PG",20200331,2841,110,-0.028526,2469453,-0.125119,"m",2019,115095,67684
14,"Procter & Gamble","Ohio","Consumer Goods",84.8,84.2,85.4,85,"PG",20200430,2841,117.87,0.078734,2475643,0.126844,"m",2019,115095,67684
15,"VMware","California","Software & Telecom",84.6,92.6,76.4,84.7,"VMW",20190531,7371,176.98,-0.133004,110267,-0.065778,"m",2019,26294,10811
15,"VMware","California","Software & Telecom",84.6,92.6,76.4,84.7,"VMW",20190628,7371,167.21001,-0.055204,109210,0.06893,"m",2019,26294,10811
15,"VMware","California","Software & Telecom",84.6,92.6,76.4,84.7,"VMW",20190731,7371,174.49001,0.043538,109210,0.013128,"m",2019,26294,10811
15,"VMware","California","Software & Telecom",84.6,92.6,76.4,84.7,"VMW",20190830,7371,141.44,-0.189409,109210,-0.018092,"m",2019,26294,10811
15,"VMware","California","Software & Telecom",84.6,92.6,76.4,84.7,"VMW",20190930,7371,150.06,0.060945,108632,0.017181,"m",2019,26294,10811
15,"VMware","California","Software & Telecom",84.6,92.6,76.4,84.7,"VMW",20191031,7371,158.27,0.054711,108932,0.020432,"m",2019,26294,10811
15,"VMware","California","Software & Telecom",84.6,92.6,76.4,84.7,"VMW",20191129,7371,155.62,-0.016744,109562,0.034047,"m",2019,26294,10811
15,"VMware","California","Software & Telecom",84.6,92.6,76.4,84.7,"VMW",20191231,7371,151.78999,-0.024611,109910,0.02859,"m",2019,26294,10811
15,"VMware","California","Software & Telecom",84.6,92.6,76.4,84.7,"VMW",20200131,7371,148.06,-0.024573,109910,-0.001628,"m",2019,26294,10811
15,"VMware","California","Software & Telecom",84.6,92.6,76.4,84.7,"VMW",20200228,7371,120.52,-0.186006,109910,-0.08411,"m",2019,26294,10811
15,"VMware","California","Software & Telecom",84.6,92.6,76.4,84.7,"VMW",20200331,7371,121.1,0.004812,110788,-0.125119,"m",2019,26294,10811
15,"VMware","California","Software & Telecom",84.6,92.6,76.4,84.7,"VMW",20200430,7371,131.52,0.086045,110788,0.126844,"m",2019,26294,10811
16,"PVH","New York","Consumer Goods",83.8,93.5,74.2,83.9,"PVH",20190531,2321,85.19,-0.339271,75046,-0.065778,"m",2019,13631,9909
16,"PVH","New York","Consumer Goods",83.8,93.5,74.2,83.9,"PVH",20190628,2321,94.64,0.110928,74913,0.06893,"m",2019,13631,9909
16,"PVH","New York","Consumer Goods",83.8,93.5,74.2,83.9,"PVH",20190731,2321,88.92,-0.06044,74913,0.013128,"m",2019,13631,9909
16,"PVH","New York","Consumer Goods",83.8,93.5,74.2,83.9,"PVH",20190830,2321,75.8,-0.147127,74913,-0.018092,"m",2019,13631,9909
16,"PVH","New York","Consumer Goods",83.8,93.5,74.2,83.9,"PVH",20190930,2321,88.23,0.163984,74144,0.017181,"m",2019,13631,9909
16,"PVH","New York","Consumer Goods",83.8,93.5,74.2,83.9,"PVH",20191031,2321,87.16,-0.012127,74144,0.020432,"m",2019,13631,9909
16,"PVH","New York","Consumer Goods",83.8,93.5,74.2,83.9,"PVH",20191129,2321,96.96,0.112867,74144,0.034047,"m",2019,13631,9909
16,"PVH","New York","Consumer Goods",83.8,93.5,74.2,83.9,"PVH",20191231,2321,105.15,0.084468,72958,0.02859,"m",2019,13631,9909
16,"PVH","New York","Consumer Goods",83.8,93.5,74.2,83.9,"PVH",20200131,2321,87.17,-0.170994,72958,-0.001628,"m",2019,13631,9909
16,"PVH","New York","Consumer Goods",83.8,93.5,74.2,83.9,"PVH",20200228,2321,74.11,-0.149822,72958,-0.08411,"m",2019,13631,9909
